Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Mujeres;03 Asturias, Principado de;Total;2007;37,86
Mujeres;03 Asturias, Principado de;Total;2006;35,97
Mujeres;03 Asturias, Principado de;Menores de 25 años;2024;16,21
Mujeres;03 Asturias, Principado de;Menores de 25 años;2023;21,25
Mujeres;03 Asturias, Principado de;Menores de 25 años;2022;18,41
Mujeres;03 Asturias, Principado de;Menores de 25 años;2021;14,22
Mujeres;03 Asturias, Principado de;Menores de 25 años;2020;17,37
Mujeres;03 Asturias, Principado de;Menores de 25 años;2019;17,37
Mujeres;03 Asturias, Principado de;Menores de 25 años;2018;15,7
Mujeres;03 Asturias, Principado de;Menores de 25 años;2017;16,67
Mujeres;03 Asturias, Principado de;Menores de 25 años;2016;18,8
Mujeres;03 Asturias, Principado de;Menores de 25 años;2015;16,53
Mujeres;03 Asturias, Principado de;Menores de 25 años;2014;16,96
Mujeres;03 Asturias, Principado de;Menores de 25 años;2013;12,97
Mujeres;03 Asturias, Principado de;Menores de 25 años;2012;14,57
Mujeres;03 Asturias, Principado de;Menores de 25 años;2011;18,87
Mujeres;03 Asturias, Principado de;Menores de 25 años;2010;21,71
Mujeres;03 Asturias, Principado de;Menores de 25 años;2009;28,72
Mujeres;03 Asturias, Principado de;Menores de 25 años;2008;33,53
Mujeres;03 Asturias, Principado de;Menores de 25 años;2007;29,02
Mujeres;03 Asturias, Principado de;Menores de 25 años;2006;28,29
Mujeres;03 Asturias, Principado de;25 y más años;2024;44,63
Mujeres;03 Asturias, Principado de;25 y más años;2023;42,61
Mujeres;03 Asturias, Principado de;25 y más años;2022;40,66
Mujeres;03 Asturias, Principado de;25 y más años;2021;41,8
Mujeres;03 Asturias, Principado de;25 y más años;2020;41,33
Mujeres;03 Asturias, Principado de;25 y más años;2019;41,55
Mujeres;03 Asturias, Principado de;25 y más años;2018;41,77
Mujeres;03 Asturias, Principado de;25 y más años;2017;41,88
Mujeres;03 Asturias, Principado de;25 y más años;2016;41,25
Mujeres;03 Asturias, Principado de;25 y más años;2015;39,78
Mujeres;03 Asturias, Principado de;25 y más años;2014;38,3
Mujeres;03 Asturias, Principado de;25 y más años;2013;37,4
Mujeres;03 Asturias, Principado de;25 y más años;2012;38,08
Mujeres;03 Asturias, Principado de;25 y más años;2011;39,77
Mujeres;03 Asturias, Principado de;25 y más años;2010;39,27
Mujeres;03 Asturias, Principado de;25 y más años;2009;39,78
Mujeres;03 Asturias, Principado de;25 y más años;2008;41,11
Mujeres;03 Asturias, Principado de;25 y más años;2007;38,75
Mujeres;03 Asturias, Principado de;25 y más años;2006;36,79
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2024;3,66
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2023;5,15
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2022;4,05
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2021;0,97
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2020;2,34
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2019;5,99
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2018;2,61
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2017;3,58
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2016;7,66
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2015;6,01
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2014;2,76
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2013;0,94
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2012;2,79
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2011;4,05
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2010;4,21
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2009;4,26
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2008;8,84
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2007;5,27
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2006;7,41
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2024;26,59
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2023;34,94
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2022;31,02
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2021;24,6
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2020;29,61
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2019;26,52
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2018;25,98
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2017;26,67
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2016;27,04
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2015;24,07
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2014;26,91
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2013;21,17
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2012;22,4
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2011;28,52
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2010;32,87
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2009;44,02
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2008;48,58
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2007;43,26
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2006;40,71
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2024;75,8
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2023;71,5
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2022;68,3
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2021;69,53
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2020;67,22
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2019;68,15
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2018;68,03
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2017;69,18
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2016;68,32
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2015;64,75
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2014;62,02
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2013;59,32
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2012;59,54
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2011;63,36
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2010;63,42
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2009;63,49
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2008;65,66
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2007;62,17
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2006;59,38
Mujeres;03 Asturias, Principado de;De 55 y más años;2024;20,46
Mujeres;03 Asturias, Principado de;De 55 y más años;2023;19,84
Mujeres;03 Asturias, Principado de;De 55 y más años;2022;18,48
Mujeres;03 Asturias, Principado de;De 55 y más años;2021;19,03
Mujeres;03 Asturias, Principado de;De 55 y más años;2020;19,13
Mujeres;03 Asturias, Principado de;De 55 y más años;2019;18,13
Mujeres;03 Asturias, Principado de;De 55 y más años;2018;17,97
Mujeres;03 Asturias, Principado de;De 55 y más años;2017;16,5
Mujeres;03 Asturias, Principado de;De 55 y más años;2016;15,3
Mujeres;03 Asturias, Principado de;De 55 y más años;2015;14,95
Mujeres;03 Asturias, Principado de;De 55 y más años;2014;13,91
Mujeres;03 Asturias, Principado de;De 55 y más años;2013;14,06
Mujeres;03 Asturias, Principado de;De 55 y más años;2012;14,51
Mujeres;03 Asturias, Principado de;De 55 y más años;2011;13,21
Mujeres;03 Asturias, Principado de;De 55 y más años;2010;11,47
Mujeres;03 Asturias, Principado de;De 55 y más años;2009;12,03
Mujeres;03 Asturias, Principado de;De 55 y más años;2008;12,05
Mujeres;03 Asturias, Principado de;De 55 y más años;2007;10,76
Mujeres;03 Asturias, Principado de;De 55 y más años;2006;9,62
Mujeres;04 Balears, Illes;Total;2024;53,28
Mujeres;04 Balears, Illes;Total;2023;52,75
Mujeres;04 Balears, Illes;Total;2022;52,14
Mujeres;04 Balears, Illes;Total;2021;49,73
Mujeres;04 Balears, Illes;Total;2020;46,97
Mujeres;04 Balears, Illes;Total;2019;51,42
Mujeres;04 Balears, Illes;Total;2018;52,61
Mujeres;04 Balears, Illes;Total;2017;50,88
Mujeres;04 Balears, Illes;Total;2016;51,4
Mujeres;04 Balears, Illes;Total;2015;50,24
Mujeres;04 Balears, Illes;Total;2014;48,22
Mujeres;04 Balears, Illes;Total;2013;46,87
Mujeres;04 Balears, Illes;Total;2012;46,64
Mujeres;04 Balears, Illes;Total;2011;46,78
Mujeres;04 Balears, Illes;Total;2010;48,22
Mujeres;04 Balears, Illes;Total;2009;48,87
Mujeres;04 Balears, Illes;Total;2008;50,45
Mujeres;04 Balears, Illes;Total;2007;50,11
Mujeres;04 Balears, Illes;Total;2006;50,59
Mujeres;04 Balears, Illes;Menores de 25 años;2024;32,55
Mujeres;04 Balears, Illes;Menores de 25 años;2023;31,31
Mujeres;04 Balears, Illes;Menores de 25 años;2022;29,82
Mujeres;04 Balears, Illes;Menores de 25 años;2021;20,8
Mujeres;04 Balears, Illes;Menores de 25 años;2020;17,06
Mujeres;04 Balears, Illes;Menores de 25 años;2019;29,74
Mujeres;04 Balears, Illes;Menores de 25 años;2018;31,72
Mujeres;04 Balears, Illes;Menores de 25 años;2017;26,76
Mujeres;04 Balears, Illes;Menores de 25 años;2016;21,26
Mujeres;04 Balears, Illes;Menores de 25 años;2015;26,66
Mujeres;04 Balears, Illes;Menores de 25 años;2014;21,13
Mujeres;04 Balears, Illes;Menores de 25 años;2013;21,2
Mujeres;04 Balears, Illes;Menores de 25 años;2012;24,25
Mujeres;04 Balears, Illes;Menores de 25 años;2011;30,41
Mujeres;04 Balears, Illes;Menores de 25 años;2010;32,5
Mujeres;04 Balears, Illes;Menores de 25 años;2009;38,76
Mujeres;04 Balears, Illes;Menores de 25 años;2008;36,87
Mujeres;04 Balears, Illes;Menores de 25 años;2007;39,99
Mujeres;04 Balears, Illes;Menores de 25 años;2006;41,53
Mujeres;04 Balears, Illes;25 y más años;2024;55,79
Mujeres;04 Balears, Illes;25 y más años;2023;55,42
Mujeres;04 Balears, Illes;25 y más años;2022;54,83
Mujeres;04 Balears, Illes;25 y más años;2021;53,17
Mujeres;04 Balears, Illes;25 y más años;2020;50,47
Mujeres;04 Balears, Illes;25 y más años;2019;53,95
Mujeres;04 Balears, Illes;25 y más años;2018;55,02
Mujeres;04 Balears, Illes;25 y más años;2017;53,65
Mujeres;04 Balears, Illes;25 y más años;2016;54,85
Mujeres;04 Balears, Illes;25 y más años;2015;52,96
Mujeres;04 Balears, Illes;25 y más años;2014;51,4
Mujeres;04 Balears, Illes;25 y más años;2013;49,94
Mujeres;04 Balears, Illes;25 y más años;2012;49,38
Mujeres;04 Balears, Illes;25 y más años;2011;48,84
Mujeres;04 Balears, Illes;25 y más años;2010;50,28
Mujeres;04 Balears, Illes;25 y más años;2009;50,25
Mujeres;04 Balears, Illes;25 y más años;2008;52,35
Mujeres;04 Balears, Illes;25 y más años;2007;51,55
Mujeres;04 Balears, Illes;25 y más años;2006;51,91
Mujeres;04 Balears, Illes;De 16 a 19 años;2024;10,25
Mujeres;04 Balears, Illes;De 16 a 19 años;2023;10,48
Mujeres;04 Balears, Illes;De 16 a 19 años;2022;9,44
Mujeres;04 Balears, Illes;De 16 a 19 años;2021;6,76
Mujeres;04 Balears, Illes;De 16 a 19 años;2020;3,7
Mujeres;04 Balears, Illes;De 16 a 19 años;2019;9,36
Mujeres;04 Balears, Illes;De 16 a 19 años;2018;9,71
Mujeres;04 Balears, Illes;De 16 a 19 años;2017;14,18
Mujeres;04 Balears, Illes;De 16 a 19 años;2016;7,04
Mujeres;04 Balears, Illes;De 16 a 19 años;2015;5,82
Mujeres;04 Balears, Illes;De 16 a 19 años;2014;5,38
Mujeres;04 Balears, Illes;De 16 a 19 años;2013;5,93
Mujeres;04 Balears, Illes;De 16 a 19 años;2012;6,77
Mujeres;04 Balears, Illes;De 16 a 19 años;2011;7,17
Mujeres;04 Balears, Illes;De 16 a 19 años;2010;7,82
Mujeres;04 Balears, Illes;De 16 a 19 años;2009;11,09
Mujeres;04 Balears, Illes;De 16 a 19 años;2008;11,97
Mujeres;04 Balears, Illes;De 16 a 19 años;2007;21,08
Mujeres;04 Balears, Illes;De 16 a 19 años;2006;16,8
Mujeres;04 Balears, Illes;De 20 a 24 años;2024;47,73
Mujeres;04 Balears, Illes;De 20 a 24 años;2023;47,11
Mujeres;04 Balears, Illes;De 20 a 24 años;2022;45,55
Mujeres;04 Balears, Illes;De 20 a 24 años;2021;31,87
Mujeres;04 Balears, Illes;De 20 a 24 años;2020;27,15
Mujeres;04 Balears, Illes;De 20 a 24 años;2019;44,98
Mujeres;04 Balears, Illes;De 20 a 24 años;2018;48,17
Mujeres;04 Balears, Illes;De 20 a 24 años;2017;36,09
Mujeres;04 Balears, Illes;De 20 a 24 años;2016;31,55
Mujeres;04 Balears, Illes;De 20 a 24 años;2015;41,29
Mujeres;04 Balears, Illes;De 20 a 24 años;2014;31,92
Mujeres;04 Balears, Illes;De 20 a 24 años;2013;31,44
Mujeres;04 Balears, Illes;De 20 a 24 años;2012;35,88
Mujeres;04 Balears, Illes;De 20 a 24 años;2011;45,74
Mujeres;04 Balears, Illes;De 20 a 24 años;2010;48,5
Mujeres;04 Balears, Illes;De 20 a 24 años;2009;56,42
Mujeres;04 Balears, Illes;De 20 a 24 años;2008;52,53
Mujeres;04 Balears, Illes;De 20 a 24 años;2007;51,83
Mujeres;04 Balears, Illes;De 20 a 24 años;2006;56,92
Mujeres;04 Balears, Illes;De 25 a 54 años;2024;75,39
Mujeres;04 Balears, Illes;De 25 a 54 años;2023;74,57
Mujeres;04 Balears, Illes;De 25 a 54 años;2022;74,87
Mujeres;04 Balears, Illes;De 25 a 54 años;2021;71,27
Mujeres;04 Balears, Illes;De 25 a 54 años;2020;67,32
Mujeres;04 Balears, Illes;De 25 a 54 años;2019;72,56
Mujeres;04 Balears, Illes;De 25 a 54 años;2018;73,6
Mujeres;04 Balears, Illes;De 25 a 54 años;2017;73,15
Mujeres;04 Balears, Illes;De 25 a 54 años;2016;74,33
Mujeres;04 Balears, Illes;De 25 a 54 años;2015;71,49
Mujeres;04 Balears, Illes;De 25 a 54 años;2014;69,39
Mujeres;04 Balears, Illes;De 25 a 54 años;2013;67,51
Mujeres;04 Balears, Illes;De 25 a 54 años;2012;65,7
Mujeres;04 Balears, Illes;De 25 a 54 años;2011;65,41
Mujeres;04 Balears, Illes;De 25 a 54 años;2010;68,65
Mujeres;04 Balears, Illes;De 25 a 54 años;2009;67,74
Mujeres;04 Balears, Illes;De 25 a 54 años;2008;71,25
Mujeres;04 Balears, Illes;De 25 a 54 años;2007;70,99
Mujeres;04 Balears, Illes;De 25 a 54 años;2006;71,75
Mujeres;04 Balears, Illes;De 55 y más años;2024;28,08
Mujeres;04 Balears, Illes;De 55 y más años;2023;27,78
Mujeres;04 Balears, Illes;De 55 y más años;2022;25,64
Mujeres;04 Balears, Illes;De 55 y más años;2021;26,25
Mujeres;04 Balears, Illes;De 55 y más años;2020;24,38
Mujeres;04 Balears, Illes;De 55 y más años;2019;24,46
Mujeres;04 Balears, Illes;De 55 y más años;2018;25,1
Mujeres;04 Balears, Illes;De 55 y más años;2017;22,03
Mujeres;04 Balears, Illes;De 55 y más años;2016;22,73
Mujeres;04 Balears, Illes;De 55 y más años;2015;21,68
Mujeres;04 Balears, Illes;De 55 y más años;2014;20,36
Mujeres;04 Balears, Illes;De 55 y más años;2013;18,97
Mujeres;04 Balears, Illes;De 55 y más años;2012;20,05
Mujeres;04 Balears, Illes;De 55 y más años;2011;18,55
Mujeres;04 Balears, Illes;De 55 y más años;2010;16,13
Mujeres;04 Balears, Illes;De 55 y más años;2009;17,3
Mujeres;04 Balears, Illes;De 55 y más años;2008;16,61
Mujeres;04 Balears, Illes;De 55 y más años;2007;14,94
Mujeres;04 Balears, Illes;De 55 y más años;2006;14,83
Mujeres;05 Canarias;Total;2024;46,92
Mujeres;05 Canarias;Total;2023;44,84
Mujeres;05 Canarias;Total;2022;43,85
Mujeres;05 Canarias;Total;2021;40,94
Mujeres;05 Canarias;Total;2020;40,37
Mujeres;05 Canarias;Total;2019;43,13
Mujeres;05 Canarias;Total;2018;43,6
Mujeres;05 Canarias;Total;2017;41,43
Mujeres;05 Canarias;Total;2016;40,34
Mujeres;05 Canarias;Total;2015;38,86
Mujeres;05 Canarias;Total;2014;37,42
Mujeres;05 Canarias;Total;2013;37,98
Mujeres;05 Canarias;Total;2012;38,1
Mujeres;05 Canarias;Total;2011;40,01
Mujeres;05 Canarias;Total;2010;39,32
Mujeres;05 Canarias;Total;2009;39,56
Mujeres;05 Canarias;Total;2008;41,87
Mujeres;05 Canarias;Total;2007;45,02
Mujeres;05 Canarias;Total;2006;43,58
Mujeres;05 Canarias;Menores de 25 años;2024;25,38
Mujeres;05 Canarias;Menores de 25 años;2023;23,24
Mujeres;05 Canarias;Menores de 25 años;2022;16,33
Mujeres;05 Canarias;Menores de 25 años;2021;13,43
Mujeres;05 Canarias;Menores de 25 años;2020;15,15
Mujeres;05 Canarias;Menores de 25 años;2019;18,43
Mujeres;05 Canarias;Menores de 25 años;2018;23,74
Mujeres;05 Canarias;Menores de 25 años;2017;22,33
Mujeres;05 Canarias;Menores de 25 años;2016;16,09
Mujeres;05 Canarias;Menores de 25 años;2015;17,16
Mujeres;05 Canarias;Menores de 25 años;2014;16,48
Mujeres;05 Canarias;Menores de 25 años;2013;15,65
Mujeres;05 Canarias;Menores de 25 años;2012;16,59
Mujeres;05 Canarias;Menores de 25 años;2011;19,72
Mujeres;05 Canarias;Menores de 25 años;2010;21,46
Mujeres;05 Canarias;Menores de 25 años;2009;23,77
Mujeres;05 Canarias;Menores de 25 años;2008;30,57
Mujeres;05 Canarias;Menores de 25 años;2007;33,51
Mujeres;05 Canarias;Menores de 25 años;2006;34,42
Mujeres;05 Canarias;25 y más años;2024;49,57
Mujeres;05 Canarias;25 y más años;2023;47,43
Mujeres;05 Canarias;25 y más años;2022;47,19
Mujeres;05 Canarias;25 y más años;2021;44,23
Mujeres;05 Canarias;25 y más años;2020;43,42
Mujeres;05 Canarias;25 y más años;2019;46,1
Mujeres;05 Canarias;25 y más años;2018;45,99
Mujeres;05 Canarias;25 y más años;2017;43,72
Mujeres;05 Canarias;25 y más años;2016;43,25
Mujeres;05 Canarias;25 y más años;2015;41,5
Mujeres;05 Canarias;25 y más años;2014;40
Mujeres;05 Canarias;25 y más años;2013;40,79
Mujeres;05 Canarias;25 y más años;2012;40,86
Mujeres;05 Canarias;25 y más años;2011;42,68
Mujeres;05 Canarias;25 y más años;2010;41,75
Mujeres;05 Canarias;25 y más años;2009;41,8
Mujeres;05 Canarias;25 y más años;2008;43,53
Mujeres;05 Canarias;25 y más años;2007;46,77
Mujeres;05 Canarias;25 y más años;2006;45,03
Mujeres;05 Canarias;De 16 a 19 años;2024;8,54
Mujeres;05 Canarias;De 16 a 19 años;2023;10,68
Mujeres;05 Canarias;De 16 a 19 años;2022;4,55
Mujeres;05 Canarias;De 16 a 19 años;2021;0,59
Mujeres;05 Canarias;De 16 a 19 años;2020;2,1
Mujeres;05 Canarias;De 16 a 19 años;2019;4,76
Mujeres;05 Canarias;De 16 a 19 años;2018;8,26
Mujeres;05 Canarias;De 16 a 19 años;2017;4,05
Mujeres;05 Canarias;De 16 a 19 años;2016;2,56
Mujeres;05 Canarias;De 16 a 19 años;2015;2,91
Mujeres;05 Canarias;De 16 a 19 años;2014;3,5
Mujeres;05 Canarias;De 16 a 19 años;2013;1,72
Mujeres;05 Canarias;De 16 a 19 años;2012;5,48
Mujeres;05 Canarias;De 16 a 19 años;2011;3,12
Mujeres;05 Canarias;De 16 a 19 años;2010;4,65
Mujeres;05 Canarias;De 16 a 19 años;2009;8,39
Mujeres;05 Canarias;De 16 a 19 años;2008;9,04
Mujeres;05 Canarias;De 16 a 19 años;2007;10,31
Mujeres;05 Canarias;De 16 a 19 años;2006;11,11
Mujeres;05 Canarias;De 20 a 24 años;2024;38,28
Mujeres;05 Canarias;De 20 a 24 años;2023;32,38
Mujeres;05 Canarias;De 20 a 24 años;2022;25,38
Mujeres;05 Canarias;De 20 a 24 años;2021;23,09
Mujeres;05 Canarias;De 20 a 24 años;2020;24,76
Mujeres;05 Canarias;De 20 a 24 años;2019;28,61
Mujeres;05 Canarias;De 20 a 24 años;2018;35,32
Mujeres;05 Canarias;De 20 a 24 años;2017;36,05
Mujeres;05 Canarias;De 20 a 24 años;2016;26,31
Mujeres;05 Canarias;De 20 a 24 años;2015;27,67
Mujeres;05 Canarias;De 20 a 24 años;2014;25,77
Mujeres;05 Canarias;De 20 a 24 años;2013;25,37
Mujeres;05 Canarias;De 20 a 24 años;2012;24,17
Mujeres;05 Canarias;De 20 a 24 años;2011;30,89
Mujeres;05 Canarias;De 20 a 24 años;2010;32,71
Mujeres;05 Canarias;De 20 a 24 años;2009;34,02
Mujeres;05 Canarias;De 20 a 24 años;2008;44,89
Mujeres;05 Canarias;De 20 a 24 años;2007;48,94
Mujeres;05 Canarias;De 20 a 24 años;2006;49,73
Mujeres;05 Canarias;De 25 a 54 años;2024;71,01
Mujeres;05 Canarias;De 25 a 54 años;2023;67,8
Mujeres;05 Canarias;De 25 a 54 años;2022;66,61
Mujeres;05 Canarias;De 25 a 54 años;2021;61,03
Mujeres;05 Canarias;De 25 a 54 años;2020;59,47
Mujeres;05 Canarias;De 25 a 54 años;2019;63,95
Mujeres;05 Canarias;De 25 a 54 años;2018;64,24
Mujeres;05 Canarias;De 25 a 54 años;2017;60,51
Mujeres;05 Canarias;De 25 a 54 años;2016;59,78
Mujeres;05 Canarias;De 25 a 54 años;2015;56,6
Mujeres;05 Canarias;De 25 a 54 años;2014;54,32
Mujeres;05 Canarias;De 25 a 54 años;2013;54,65
Mujeres;05 Canarias;De 25 a 54 años;2012;55,17
Mujeres;05 Canarias;De 25 a 54 años;2011;57,32
Mujeres;05 Canarias;De 25 a 54 años;2010;56,5
Mujeres;05 Canarias;De 25 a 54 años;2009;56,68
Mujeres;05 Canarias;De 25 a 54 años;2008;58,5
Mujeres;05 Canarias;De 25 a 54 años;2007;62,89
Mujeres;05 Canarias;De 25 a 54 años;2006;60,27
Mujeres;05 Canarias;De 55 y más años;2024;22,7
Mujeres;05 Canarias;De 55 y más años;2023;20,99
Mujeres;05 Canarias;De 55 y más años;2022;21,24
Mujeres;05 Canarias;De 55 y más años;2021;20,96
Mujeres;05 Canarias;De 55 y más años;2020;20
Mujeres;05 Canarias;De 55 y más años;2019;19,1
Mujeres;05 Canarias;De 55 y más años;2018;17,43
Mujeres;05 Canarias;De 55 y más años;2017;16,67
Mujeres;05 Canarias;De 55 y más años;2016;15,74
Mujeres;05 Canarias;De 55 y más años;2015;15,39
Mujeres;05 Canarias;De 55 y más años;2014;14,56
Mujeres;05 Canarias;De 55 y más años;2013;15,49
Mujeres;05 Canarias;De 55 y más años;2012;14,09
Mujeres;05 Canarias;De 55 y más años;2011;14,67
Mujeres;05 Canarias;De 55 y más años;2010;12,85
Mujeres;05 Canarias;De 55 y más años;2009;11,9
Mujeres;05 Canarias;De 55 y más años;2008;12,89
Mujeres;05 Canarias;De 55 y más años;2007;13,39
Mujeres;05 Canarias;De 55 y más años;2006;13,26
Mujeres;06 Cantabria;Total;2024;46,21
Mujeres;06 Cantabria;Total;2023;45,46
Mujeres;06 Cantabria;Total;2022;43,9
Mujeres;06 Cantabria;Total;2021;43,69
Mujeres;06 Cantabria;Total;2020;42,57
Mujeres;06 Cantabria;Total;2019;43,89
Mujeres;06 Cantabria;Total;2018;43,15
Mujeres;06 Cantabria;Total;2017;43,87
Mujeres;06 Cantabria;Total;2016;42,8
Mujeres;06 Cantabria;Total;2015;40,7
Mujeres;06 Cantabria;Total;2014;40,87
Mujeres;06 Cantabria;Total;2013;39,45
Mujeres;06 Cantabria;Total;2012;41,56
Mujeres;06 Cantabria;Total;2011;42
Mujeres;06 Cantabria;Total;2010;41,29
Mujeres;06 Cantabria;Total;2009;43,15
Mujeres;06 Cantabria;Total;2008;44,02
Mujeres;06 Cantabria;Total;2007;43,4
Mujeres;06 Cantabria;Total;2006;41,51
Mujeres;06 Cantabria;Menores de 25 años;2024;21,21
Mujeres;06 Cantabria;Menores de 25 años;2023;24,35
Mujeres;06 Cantabria;Menores de 25 años;2022;17,35
Mujeres;06 Cantabria;Menores de 25 años;2021;18,24
Mujeres;06 Cantabria;Menores de 25 años;2020;13,1
Mujeres;06 Cantabria;Menores de 25 años;2019;16,24
Mujeres;06 Cantabria;Menores de 25 años;2018;19,12
Mujeres;06 Cantabria;Menores de 25 años;2017;22,4
Mujeres;06 Cantabria;Menores de 25 años;2016;20,32
Mujeres;06 Cantabria;Menores de 25 años;2015;19,91
Mujeres;06 Cantabria;Menores de 25 años;2014;14,34
Mujeres;06 Cantabria;Menores de 25 años;2013;15,09
Mujeres;06 Cantabria;Menores de 25 años;2012;16,67
Mujeres;06 Cantabria;Menores de 25 años;2011;18,46
Mujeres;06 Cantabria;Menores de 25 años;2010;22,87
Mujeres;06 Cantabria;Menores de 25 años;2009;26,97
Mujeres;06 Cantabria;Menores de 25 años;2008;31,36
Mujeres;06 Cantabria;Menores de 25 años;2007;34,32
Mujeres;06 Cantabria;Menores de 25 años;2006;29,86
Mujeres;06 Cantabria;25 y más años;2024;48,84
Mujeres;06 Cantabria;25 y más años;2023;47,55
Mujeres;06 Cantabria;25 y más años;2022;46,6
Mujeres;06 Cantabria;25 y más años;2021;46,07
Mujeres;06 Cantabria;25 y más años;2020;45,4
Mujeres;06 Cantabria;25 y más años;2019;46,48
Mujeres;06 Cantabria;25 y más años;2018;45,34
Mujeres;06 Cantabria;25 y más años;2017;45,81
Mujeres;06 Cantabria;25 y más años;2016;44,81
Mujeres;06 Cantabria;25 y más años;2015;42,57
Mujeres;06 Cantabria;25 y más años;2014;43,28
Mujeres;06 Cantabria;25 y más años;2013;41,72
Mujeres;06 Cantabria;25 y más años;2012;43,96
Mujeres;06 Cantabria;25 y más años;2011;44,35
Mujeres;06 Cantabria;25 y más años;2010;43,2
Mujeres;06 Cantabria;25 y más años;2009;44,91
Mujeres;06 Cantabria;25 y más años;2008;45,45
Mujeres;06 Cantabria;25 y más años;2007;44,47
Mujeres;06 Cantabria;25 y más años;2006;42,93
Mujeres;06 Cantabria;De 16 a 19 años;2024;5,62
Mujeres;06 Cantabria;De 16 a 19 años;2023;2,34
Mujeres;06 Cantabria;De 16 a 19 años;2022;2,4
Mujeres;06 Cantabria;De 16 a 19 años;2021;4,29
Mujeres;06 Cantabria;De 16 a 19 años;2020;3,76
Mujeres;06 Cantabria;De 16 a 19 años;2019;6,43
Mujeres;06 Cantabria;De 16 a 19 años;2018;7,36
Mujeres;06 Cantabria;De 16 a 19 años;2017;3,04
Mujeres;06 Cantabria;De 16 a 19 años;2016;3,56
Mujeres;06 Cantabria;De 16 a 19 años;2015;3,49
Mujeres;06 Cantabria;De 16 a 19 años;2014;1,75
Mujeres;06 Cantabria;De 16 a 19 años;2013;5,43
Mujeres;06 Cantabria;De 16 a 19 años;2012;4,99
Mujeres;06 Cantabria;De 16 a 19 años;2011;4,33
Mujeres;06 Cantabria;De 16 a 19 años;2010;4
Mujeres;06 Cantabria;De 16 a 19 años;2009;5,3
Mujeres;06 Cantabria;De 16 a 19 años;2008;11,28
Mujeres;06 Cantabria;De 16 a 19 años;2007;10,87
Mujeres;06 Cantabria;De 16 a 19 años;2006;6,8
Mujeres;06 Cantabria;De 20 a 24 años;2024;33,97
Mujeres;06 Cantabria;De 20 a 24 años;2023;41,54
